SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChambConst,Chamber,Aperture,blc_a,blc_b,blc_c,blc_d,blc_e,blc_minS,blc_maxS,blc_Po,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6800-12A,1x3 SS,0.141,0.5263354,-0.0127376,0,-0.0110157,1,3,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTConst,deltaTw,fT1,fT2,fTeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQConst,Leaf,Ambient,abs_ambient,abs_redLED,abs_greenLED,abs_blueLED,abs_whiteLED,abs_redFlr,abs_blueFlr,k_ambient,k_redLED,k_greenLED,k_blueLED,k_whiteLED,k_redFlr,k_blueFlr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,Sun+Sky,0.8,0.84,0.7,0.87,0.75,0.84,0.87,0.1911,0.1512,0.161,0.2262,0.1575,0.1596,0.2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QConst,fQ_Amb_in,fQ_Amb_out,fQ_HeadLS,fQ_ConsoleLS,fQ_Flr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,3.30696 82.9597 391.283 644.075 882.388 1096.87 1261.83 1426.57,0.152013 102.969 402.534 601.446 801.226 1002.04 1200.63 1401.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Leak,Leak,Leak,Leak,Leak,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,Meas2,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Status2,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,Auxiliary,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,Lamp_Qamb_in_Factor,Lamp_T_Ctrl,Lamp_T_trinket_V_Ctrl,Lamp_T_DAC2_V_Ctrl,Lamp_T_TH-r,Lamp_PAR_Ctrl,Lamp_T,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,CO2_r:MN,CO2_r:SLP,CO2_r:SD,CO2_r:OK,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,gsw:MN,gsw:SLP,gsw:SD,gsw:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,CO2_hrs,AccCO2_soda,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,°C,V,V,kohms,µmol m-2 s-1,°C,s,mol m?² s?¹,mmol m?² s?¹,µmol m?² s?¹,µmol mol?¹,µmol mol?¹,Pa,Pa,mol m?² s?¹,mol m?² s?¹,mol m?² s?¹,mol m?² s?¹,W m?²,°C,°C,kPa,%,kPa,kPa,kPa,W m?²,W m?²,W m?²,W m?²,µmol m?² s?¹,mmol m?² s?¹,µmol m?² s?¹,µmol mol?¹,µmol mol?¹,µmol mol?¹ s?¹,cm³,mmol m?² s?¹,mmol mol?¹,mmol mol?¹,mmol mol?¹ s?¹,cm³,µmol s?¹,%,,%,µmol s?¹,µmol m?² s?¹,µmol m?² s?¹,,J/µmol,cm²,,,mol m?² s?¹,,s,µmol mol?¹,µmol mol?¹,mmol mol?¹,mmol mol?¹,µmol mol?¹,mmol mol?¹,µmol s?¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m?² s?¹,µmol m?² s?¹,µmol mol?¹,µmol mol?¹,µmol mol?¹,mmol mol?¹,µmol mol?¹,mmol mol?¹,kPa,kPa,°C,°C,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol?¹,µmol mol?¹ min?¹,µmol mol?¹,,µmol mol?¹,µmol mol?¹ min?¹,µmol mol?¹,,mol m?² s?¹,mol m?² s?¹ min?¹,mol m?² s?¹,,,,,V,V,,,,,,,,,,,,,V,V,mV,mV,°C,°C,%,°C,mmol mol?¹,%,%,,V,V,V,V,V,V,V,mg,hrs,mg,mg,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,V,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol?¹,µmol mol?¹,mmol mol?¹,mmol mol?¹,min,min,V,V,V,V,V,V,°C,V,,µmol s?¹,µmol s?¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol?¹,mmol mol?¹,%,%
1,1648497774,0,20220328 14:02:54,14:02:54,5,1,30,1.2375,1.165834725,9.508138538,0,26.1535609,1648497766,-6.20657E-05,-0.062065666,-0.675960611,400.9432258,131.3564988,10.81801895,33.02015093,-0.004106839,2.647558449,-0.004110382,-0.00256867,-0.050627599,24.80398972,24.80398972,3.142709203,61.71508554,1.937507947,3.139439781,1.205201257,2.737095878,-2.488109929,-0.198375767,-1.74178E-05,-0.843962533,-0.059210232,-0.675960611,409.7121036,410.4587515,0.000784953,88.54033749,-0.062065666,23.58963787,23.52348022,4.61859E-06,104.7179606,0,0,1,0,39560.94932,-0.264927258,-0.211941806,0.8,0.1911,3,0.5,0: Broadleaf,2,VERDADERO,1648497766,400.9432258,399.996871,23.52595806,23.58901613,400.3902258,23.41995806,275.0667419,82.30613871,0.050037445,24.78655806,24.99152903,999.9,0,0,8996.270323,-0.264927258,0.235416226,0.836778194,410.4877419,409.6602903,-0.070627823,399.996871,23.58901613,1.935707419,1.94152129,16.92800968,16.97530968,1648497797,14:03:16,1648497796,1648497797,2,0.11,0.006,0.553,0.106,400,24,0.58,0.19,399.9992459,0.01394183,0.059319268,1,400.840377,-0.088093072,0.031642555,1,-0.004345783,0.000294946,0.000156434,1,3,3,3/3,2.26348,2.68022,0.0755662,0.0753011,0.0922028,0.0908475,26850.3,24308,28446.1,25180.8,34888.4,31432.5,41738.4,37165.1,1.4953,1.49248,-0.013005,0,25.2067,25.9035,51.111,31.28,28.4622,53.79,25.9415,0.5,0.629774,1.5905,20.3086,5.25712,11.9433,4.99315,3.299,9999,678.1,6362.6,9999,2.44594,2.92305,1.87393,1.87851,1.8768,1.87806,1.87233,1.87881,0,0.3762,0,0,11111100,oooooooo,off,off,on,off,0,100,100,0.553,0.106,0.157714809,0.000723023,-1.21059E-08,-2.82691E-11,-0.063168674,-0.013223211,0.001240205,-1.62673E-05,2,2096,1,33,9.5,9.5,0.778809,2.52808,0.947266,2.10815,0.994873,2.28149,34.7837,24.0262,18,260.55,263.587,24.4192,34.6925,29.9998,35.2818,35.3058,15.5409,30.7562,32.3048,24.4189,400,23.5823,98.1011,97.1331
2,1648498174,399.4000001,20220328 14:09:33,14:09:33,5,1,30,1.2375,1.165834725,9.522122537,39.99998,26.11982428,1648498166,0.000188372,0.188371911,0.130456267,399.6382258,373.7126274,30.77226817,32.9070354,0.012574694,2.64899619,0.012541626,0.00784148,7.762512823,24.90931618,24.90931618,3.162527261,62.09777041,1.964272801,3.163193763,1.19825446,-8.307201288,0.504443625,0.040244125,-7.15739E-07,0.276288265,0.192860726,0.130456267,409.6843035,409.4514727,0.008157918,88.42447544,0.188371911,23.64936353,23.85131868,-0.000110248,104.7970031,0,0,1,0,39574.17598,40.62016129,32.49612903,0.8,0.1911,3,0.5,0: Broadleaf,2,VERDADERO,1648498166,399.6382258,400.0236452,23.85503548,23.64969677,399.0872258,23.74803548,275.0480323,82.2921129,0.049948677,24.91284839,25.00361613,999.9,0,0,9004.758065,40.62016129,0.230992,-0.383671,409.4077097,409.7133226,0.208555806,400.0236452,23.64969677,1.963346452,1.946184194,17.15177742,17.01315806,1648498199,14:09:59,1648498199,1648498192,3,-0.002,0.001,0.551,0.107,400,24,0.8,0.4,400.0066721,0.02710312,0.078824087,1,399.6426721,0.000996298,0.033675754,1,0.011842215,0.004798492,0.00182835,1,3,3,3/3,2.26432,2.68043,0.0754479,0.0753714,0.0931423,0.0910648,26870.5,24324.6,28462.8,25198.8,34873.8,31446.6,41764.8,37190.2,1.498,1.49427,-0.00970066,0,25.163,25.764,50.891,31.431,28.5886,54.39,25.3726,0.5,0.600259,1.49831,20.3104,5.25832,11.9432,4.99315,3.299,9999,678.2,6367.2,9999,2.44687,2.92896,1.87393,1.8785,1.87677,1.87808,1.87225,1.87881,0.0355,0.3762,0,0,11111100,oooooooo,off,off,on,off,0,100,100,0.551,0.107,0.267829186,0.000723023,-1.21059E-08,-2.82691E-11,-0.057326615,-0.013223211,0.001240205,-1.62673E-05,2,2096,1,33,6.3,6.3,0.778809,2.5293,0.947266,2.10693,0.994873,2.33887,34.9214,24.0262,18,260.474,263.048,24.5619,34.3519,29.9993,34.9369,34.9623,15.5468,30.6824,32.3048,24.5765,400,23.6718,98.1614,97.2003
3,1648499051,1277,20220328 14:24:11,14:24:11,5,1,30,1.2375,1.165834725,9.113328037,79.99996,27.13039049,1648499043,0.0004052,0.405199715,2.116751158,397.7436333,266.0539001,21.90319356,32.74470244,0.027486974,2.648746254,0.027329487,0.017095003,17.82031706,24.90084894,24.90084894,3.160930052,62.5887265,1.978423369,3.160989972,1.182506683,-17.86930741,0.045370728,0.003619616,-5.79073E-09,1.941881178,0.384852604,2.116751158,409.6941856,407.5663879,-0.022181447,88.46005278,0.405199715,23.62156809,24.0528967,4.10246E-07,104.7725231,0,0,1,0,39570.37744,93.25126667,74.60101333,0.8,0.1911,3,0.5,0: Broadleaf,2,VERDADERO,1648499043,397.7436333,400.0286667,24.03153,23.62184667,397.2416333,23.92753,275.0446333,82.27618667,0.04996438,24.90116667,25.00775,999.9,0,0,9005.291667,93.25126667,0.234841833,-2.237816,407.5901,409.7067333,0.419905033,400.0286667,23.62184667,1.978063333,1.943515,17.26983333,16.99151667,1648499075,14:24:35,1648499075,1648499069,4,-0.049,-0.001,0.502,0.104,400,24,0.4,0.31,400.0066167,0.013160322,0.059874617,1,397.8002833,0.004244512,0.03570065,1,0.025739209,0.002980736,0.000879334,1,3,3,3/3,2.26487,2.68021,0.0752483,0.0754368,0.0937772,0.0910685,26897.2,24347.5,28483.8,25223.1,34877.4,31475,41799.1,37223.5,1.5016,1.4961,-0.0183284,0,25.3076,25.9576,50.44,31.652,28.7051,54.18,25.6851,0.5,0.562246,1.62634,20.3081,5.25413,11.9432,4.9919,3.29825,9999,678.4,6377.5,9999,2.41882,2.93558,1.87404,1.87851,1.87682,1.87818,1.8724,1.87881,0.071,0.3762,0,0,11111100,oooooooo,off,off,on,off,0,100,100,0.502,0.104,0.265790392,0.000723023,-1.21059E-08,-2.82691E-11,-0.056575655,-0.013223211,0.001240205,-1.62673E-05,2,2096,1,33,14.2,14.3,0.78125,2.53784,0.947266,2.10571,0.994873,2.28394,35.1747,24.0262,18,260.246,261.905,24.4663,33.9252,30,34.4431,34.4642,15.5858,30.9594,31.9344,24.4539,400,23.4485,98.2388,97.29
4,1648499805,2031,20220328 14:36:45,14:36:45,5,1,30,1.2375,1.165834725,9.465025789,119.99994,26.2579324,1648499797,0.000847031,0.847030917,3.705280774,395.5940645,281.7995172,23.19509376,32.56159382,0.056703176,2.646690815,0.056036837,0.035082238,28.05276492,24.9109916,24.9109916,3.162843386,61.66385347,1.957365727,3.174251392,1.205477659,-37.35406345,8.613133323,0.687956127,-0.000209085,3.743862116,0.821859005,3.705280774,409.4826682,405.3182303,0.002679049,88.4768097,0.847030917,22.90949271,23.81022857,8.45876E-05,104.7612007,0,0,1,0,39517.92944,146.7962581,117.4370065,0.8,0.1911,3,0.5,0: Broadleaf,2,VERDADERO,1648499797,395.5940645,400.0318387,23.78023226,22.9052,395.1090645,23.68623226,275.0692903,82.26057742,0.050045358,24.97135484,24.99692903,999.9,0,0,8997.056452,146.7962581,0.230992,-4.423940968,405.2506452,409.4093871,0.889576065,400.0318387,22.9052,1.95737129,1.884193871,17.10364839,16.50334839,1648499824,14:37:03,1648499824,1648499823,5,-0.016,0.001,0.485,0.094,400,23,0.81,0.2,400.0150833,-0.01654793,0.087685288,1,395.62055,-0.050917477,0.046204049,1,0.058107205,-0.002528921,0.000977921,1,3,3,3/3,2.26485,2.68048,0.0749571,0.0754362,0.0931334,0.0891548,26911.3,24356.4,28489.5,25232,34909.3,31552.8,41807.8,37237,1.50283,1.4946,-0.014551,0,25.2352,25.8293,49.182,31.814,28.2484,54.3,25.8253,0.5,0.552505,1.44348,20.311,5.25772,11.9438,4.99305,3.299,9999,678.7,6386.3,9999,2.44306,2.9288,1.87397,1.87851,1.87679,1.87811,1.87235,1.87881,0.1065,0.3762,0,0,11111100,oooooooo,off,off,on,off,0,100,100,0.485,0.094,0.216660709,0.000723023,-1.21059E-08,-2.82691E-11,-0.057888497,-0.013223211,0.001240205,-1.62673E-05,2,2096,1,33,12.2,12.3,0.782471,2.5354,0.947266,2.10571,0.994873,2.36084,35.3596,24.0262,18,260.294,260.724,24.5919,33.8204,30,34.3138,34.3309,15.5976,30.2651,27.4637,24.5959,400,22.9158,98.2589,97.325
5,1648500189,2415,20220328 14:43:09,14:43:09,5,1,30,1.2375,1.165834725,9.436296063,259.99987,26.32778903,1648500181,0.001334933,1.334933427,7.848782321,390.8258333,241.7545039,19.8952305,32.16308243,0.090212375,2.644598332,0.088537009,0.055483564,63.48964349,25.0417078,25.0417078,3.187592711,62.40843507,1.985772826,3.181898126,1.201819885,-58.87056415,-4.276953409,-0.342177595,-5.1661E-05,7.894551235,1.30856735,7.848782321,409.3501313,400.4902364,0.00940232,88.52852266,1.334933427,22.75024687,24.17048022,4.19567E-05,104.7258733,0,0,1,0,39468.70813,332.2325667,265.7860533,0.8,0.1911,3,0.5,0: Broadleaf,2,VERDADERO,1648500181,390.8258333,399.9938667,24.12988,22.73712,390.2948333,24.04188,275.0635667,82.24516667,0.050013657,25.01171,24.99850333,999.9,0,0,8988.625,332.2325667,0.234841833,-9.220144,400.4476,409.3002,1.420552667,399.9938667,22.73712,1.986852,1.870018,17.33993333,16.38469,1648500207,14:43:27,1648500207,1648500207,6,0.046,-0.003,0.531,0.088,400,23,0.33,0.16,399.9949333,-0.038277299,0.073596618,1,390.7834167,-0.093155877,0.044896656,1,0.092451431,0.001020275,0.001252849,1,3,3,3/3,2.26494,2.68031,0.0742422,0.0754493,0.0941041,0.0887065,26934.4,24359.7,28491.8,25235.6,34875,31572.1,41811.7,37241.4,1.50347,1.49443,-0.012368,0,25.2033,25.764,48.657,31.894,28.0812,50.1599,26.246,0.5,0.548887,1.50061,20.3122,5.25458,11.9427,4.9931,3.299,9999,678.8,6390.8,9999,2.44113,2.92912,1.87394,1.87851,1.87676,1.87812,1.87231,1.87881,0.23075,0.3762,0,0,11111100,oooooooo,off,off,on,off,0,100,100,0.531,0.088,0.200201631,0.000723023,-1.21059E-08,-2.82691E-11,-0.057088468,-0.013223211,0.001240205,-1.62673E-05,2,2096,1,33,6.1,6.1,0.782471,2.53906,0.947266,2.10571,0.994873,2.35962,35.4291,24.0262,18,260.373,260.43,24.5047,33.772,30,34.2612,34.2753,15.6023,30.7103,25.9778,24.5051,400,22.7636,98.2675,97.3374
6,1648500596,2821.5,20220328 14:49:55,14:49:55,5,1,30,1.2375,1.165834725,9.386291679,399.9998,26.4499623,1648500588,0.001791714,1.791713601,10.96133642,389.8195,235.9082791,19.41187096,32.07655898,0.122407111,2.647266569,0.119347444,0.074860682,98.51375079,25.14202211,25.14202211,3.206700462,63.17257636,2.010542019,3.182618369,1.196158443,-79.01456981,-18.05621271,-1.443887399,-0.000919127,11.19838137,1.759117935,10.96133642,409.3725373,399.5907455,0.020073645,86.95319377,1.791713601,22.95913233,24.45623287,0.000114812,102.15,0,0,1,0,39523.93741,515.5089,412.40712,0.8,0.1911,3,0.5,0: Broadleaf,2,VERDADERO,1648500588,389.8195,400.006,24.43368333,22.96269333,389.2905,24.34068333,349.9961667,82.23570333,0.0499673,25.01550667,25.0062,999.9,0,0,9002.563333,515.5089,0.230992,-10.19151667,399.5880333,409.4070667,1.496334,400.006,22.96269333,2.011405,1.888352333,17.53440333,16.53800333,1648500618,14:50:18,1648500618,1648500618,7,-0.003,0.002,0.529,0.093,400,23,0.2,0.07,400.0054098,0.014646219,0.045976964,1,389.8165082,-0.056103649,0.033784574,1,0.120899693,0.00499358,0.001940523,1,3,3,3/3,2.51158,2.68132,0.0741016,0.0754548,0.0948922,0.0892916,26940.5,24363.1,28493.8,25239.2,34847.5,31556.7,41815.2,37247.1,1.69272,1.95362,-0.0110641,0,25.1906,25.7423,48.852,31.965,28.309,51.2699,14.1787,1,0.544055,1.62657,20.3106,5.25757,11.942,4.9935,3.299,9999,678.9,6398.5,9999,2.43775,2.92881,1.874,1.87851,1.87682,1.87819,1.87237,1.87881,0.355,0.3762,0,0,11111100,oooooooo,off,off,on,off,0,100,100,0.529,0.093,0.246029711,0.000723023,-1.21059E-08,-2.82691E-11,-0.059983249,-0.013223211,0.001240205,-1.62673E-05,2,2096,1,33,6.5,6.5,1.07422,2.55127,1.44775,2.38159,1.54541,2.31812,35.6148,24.0262,18,342.191,528.601,24.3602,33.7118,30,34.184,34.1951,21.4544,27.6264,24.8622,24.3526,400,23.0091,98.2752,97.3518
